sample_id,source_path,source_format,species,concentration_ppmv,temperature_c,path_length_cm,is_sparse_class,split,quality_flags
e1de7d0e5f405317c98e253e02cf5e3af26e2e5b,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/Ethylene ( 2100.00ppm, 5.11m, 190C).spc",spc,C2H4,2100.0,190.0,511.0,False,train,
a75db488a3ea907dc2ff9b2ea07533f9efb601a5,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/Ethylene ( 2400.00ppm, 5.11m, 190C).spc",spc,C2H4,2400.0,190.0,511.0,False,val,
ed214a1a73b04d6c06e0f98ca57c4bce686bb5f9,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/Ethylene ( 2700.00ppm, 5.11m, 190C).spc",spc,C2H4,2700.0,190.0,511.0,False,train,
7b7fdda98ceff118340d66c59ed8ef5634c82b82,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/Ethylene ( 3000.00ppm, 5.11m, 190C).spc",spc,C2H4,3000.0,190.0,511.0,False,train,
cc3f685090a012c66748eae3f905c905f3070e93,/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/Ethane (100.31 ppm 191c 0.5cm-1 MNB) 0.25mm abs bc.spc,spc,C2H6,100.31,191.0,511.0,False,train,
d7014e8dfa9701afcbe9ae18f0472ec7b0d6dc3a,/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/Ethane (1000 ppm 191c 0.5cm-1 MNB) 0.25mm abs bc.spc,spc,C2H6,1000.0,191.0,511.0,False,train,
323cf0001d3ef0ebec5a95be7c1039e60f85a963,/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/Ethane (150.74 ppm 191c 0.5cm-1 MNB) 0.25mm abs bc.spc,spc,C2H6,150.74,191.0,511.0,False,val,
d1752bbae6868fb3c143a320e57fcd871b83bef4,/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/Ethane (200 ppm 191c 0.5cm-1 MNB) 0.25mm abs bc.spc,spc,C2H6,200.0,191.0,511.0,False,test,
8df177ed19b4cfaa801730d0a211963f27e2c1d4,/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/Ethane (250.94 ppm 191c 0.5cm-1 MNB) 0.25mm abs bc.spc,spc,C2H6,250.94,191.0,511.0,False,train,
0769382d63df376091b4abe5393c610eebfc8b6e,/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/Ethane (300.7 ppm 191c 0.5cm-1 MNB) 0.25mm abs bc.spc,spc,C2H6,300.7,191.0,511.0,False,train,
6128239a8c3f0d6d99bbf4e19fb7c9b2b0db7710,/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/Ethane (350.65 ppm 191c 0.5cm-1 MNB) 0.25mm abs bc.spc,spc,C2H6,350.65,191.0,511.0,False,train,
ce24aa5f148e9fcf7a6ea49341cabe86765829c7,/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/Ethane (400.48 ppm 191c 0.5cm-1 MNB) 0.25mm abs bc.spc,spc,C2H6,400.48,191.0,511.0,False,train,
cf999c94603d0462cac2f5e2067dd6afa54e99aa,/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/Ethane (450.55 ppm 191c 0.5cm-1 MNB) 0.25mm abs bc.spc,spc,C2H6,450.55,191.0,511.0,False,train,
8ee4ca4aa15afe0fa759567cae5554b08176eede,/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/Ethane (500 ppm 191c 0.5cm-1 MNB) 0.25mm abs bc.spc,spc,C2H6,500.0,191.0,511.0,False,train,
8b7b2f6bc3eb4b8657e0f12d7598f51d8bd78b86,/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/Ethane (550.56 ppm 191c 0.5cm-1 MNB) 0.25mm abs bc.spc,spc,C2H6,550.56,191.0,511.0,False,val,
c78b3a36674138046533d99cea51d74467644096,/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/Ethane (600 ppm 191c 0.5cm-1 MNB) 0.25mm abs bc.spc,spc,C2H6,600.0,191.0,511.0,False,train,
1cbe2ee36d94de3756420c48dbb16cf7932bad26,/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/Ethane (650.35 ppm 191c 0.5cm-1 MNB) 0.25mm abs bc.spc,spc,C2H6,650.35,191.0,511.0,False,train,
56e84d5cf1ace47654a422a168b096c386f57857,/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/Ethane (700.6 ppm 191c 0.5cm-1 MNB) 0.25mm abs bc.spc,spc,C2H6,700.6,191.0,511.0,False,test,
260f2916c635694c27a3e2497ea88100e119b434,/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/Ethane (750 ppm 191c 0.5cm-1 MNB) 0.25mm abs bc.spc,spc,C2H6,750.0,191.0,511.0,False,train,
8395f58111fbc717faa625db43ff0631cb363c07,/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/Ethane (800 ppm 191c 0.5cm-1 MNB) 0.25mm abs bc.spc,spc,C2H6,800.0,191.0,511.0,False,val,
220aa7de823c88a14504db8dd6b47098d5ba1819,/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/Ethane (850 ppm 191c 0.5cm-1 MNB) 0.25mm abs bc.spc,spc,C2H6,850.0,191.0,511.0,False,train,
0be9f997a6a36870c6bbe845f7f0d2dff558fb5d,/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/Ethane (900 ppm 191c 0.5cm-1 MNB) 0.25mm abs bc.spc,spc,C2H6,900.0,191.0,511.0,False,test,
ffa10034e32cbacaf3a037402eb6ae20662a472c,/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/Ethane (950 ppm 191c 0.5cm-1 MNB) 0.25mm abs bc.spc,spc,C2H6,950.0,191.0,511.0,False,train,
03609d578ef0eca07102ffe75a69251b949f2905,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/Ethanol (0.02%, 5.11m, 191C).spc",spc,C2H6O,200.0,191.0,511.0,False,test,
0214cc03dfdaffb62acf93fb9b8c8baed799a227,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/Ethanol (0.05%, 5.11m, 191C).spc",spc,C2H6O,500.0,191.0,511.0,False,train,
b3732bb7916d196318a65fdd8ee31f086265a7da,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/Ethanol (0.1%, 5.11m, 191C).spc",spc,C2H6O,1000.0,191.0,511.0,False,train,
afb6ab44cda63d85a07873c364748ccb75487a4b,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/Ethanol (0.2%, 5.11m, 191C).spc",spc,C2H6O,2000.0,191.0,511.0,False,train,
922a3293d9d32510327e942af9e80e320941fd83,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/Ethanol (0.5%, 5.11m, 191C).spc",spc,C2H6O,5000.0,191.0,511.0,False,test,
731bc649bee176eb92089a69b0f16725b8aedab0,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/Ethanol (1.0%, 5.11m, 191C).spc",spc,C2H6O,10000.0,191.0,511.0,False,train,
8a02c4cf9adafda80e5173915a04d0bd2748a4a0,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/Ethanol (10000ppm, 5.11m, 191C).spc",spc,C2H6O,10000.0,191.0,511.0,False,train,
fdcf6a52669507de3f7b7e5ac7501d0c6421ebf2,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/Ethanol (1000ppm, 5.11m, 191C).spc",spc,C2H6O,1000.0,191.0,511.0,False,val,
a7c39e7c9c9ae63d892d197c1a5565aa849a5e12,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/Ethanol (100ppm, 5.11m, 191C).spc",spc,C2H6O,100.0,191.0,511.0,False,train,
f27d77e8c4ebeb0263920f7f7fa56059a28987d2,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/Ethanol (2000ppm, 5.11m, 191C).spc",spc,C2H6O,2000.0,191.0,511.0,False,train,
232ed3bb542e1709f82737012e4658fac1156d0d,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/Ethanol (200ppm, 5.11m, 191C).spc",spc,C2H6O,200.0,191.0,511.0,False,val,
3c8e95adbb8b428a25b2da7f82418d9af3d3f5ea,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/Ethanol (5000ppm, 5.11m, 191C).spc",spc,C2H6O,5000.0,191.0,511.0,False,train,
48908c328474fe04ba26a5c187fed4db0b2bd607,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/Ethanol (500ppm, 5.11m, 191C).spc",spc,C2H6O,500.0,191.0,511.0,False,train,
275468684a12acffd632e1cedb0454fffac8484b,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/CH4 (  0.2%, 5.11m, 190C).spc",spc,CH4,2000.0,190.0,511.0,False,train,
ca794b74506d0afaebcf30a9993da784ad214376,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/CH4 (  0.4%, 5.11m, 190C).spc",spc,CH4,4000.0,190.0,511.0,False,test,
2dc9a642dfd14fbc15e8ee295d118662de01513a,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/CH4 (  0.6%, 5.11m, 190C).spc",spc,CH4,6000.0,190.0,511.0,False,train,
4406451701d4c5c37e72a603a32890cf7ba3ae32,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/CH4 (  0.8%, 5.11m, 190C).spc",spc,CH4,8000.0,190.0,511.0,False,train,
6e4dd3900590a88b859498ba8818ea188c1c0002,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/CH4 (  2000.00ppm, 5.11m, 190C).spc",spc,CH4,2000.0,190.0,511.0,False,train,
412afef9f9d5a936d474fb442c9091db3abbd942,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/CH4 (  4000.00ppm, 5.11m, 190C).spc",spc,CH4,4000.0,190.0,511.0,False,train,
1f4751af2fa571107ae41d32ce0bf28a7590314f,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/CH4 (  6000.00ppm, 5.11m, 190C).spc",spc,CH4,6000.0,190.0,511.0,False,train,
f5e1a8ebf6a1f5a4e66f7d2819ef8fd2fb7dad85,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/CH4 (  8000.00ppm, 5.11m, 190C).spc",spc,CH4,8000.0,190.0,511.0,False,train,
74824b52baa51e27fa0c8d9935b4d7fe14036333,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/CH4 ( 10000.00ppm, 5.11m, 190C).spc",spc,CH4,10000.0,190.0,511.0,False,train,
ffdb0598acf27cbba2f5d92506546f11bd886e64,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/CH4 ( 12000.00ppm, 5.11m, 190C).spc",spc,CH4,12000.0,190.0,511.0,False,train,
abcfb592ea87d6df8002b2d3e964fd0339d7e9b6,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/CH4 ( 14000.00ppm, 5.11m, 190C).spc",spc,CH4,14000.0,190.0,511.0,False,val,
cad55e43a1274e1539f9da4f9e57a30595cea4c4,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/CH4 ( 16000.00ppm, 5.11m, 190C).spc",spc,CH4,16000.0,190.0,511.0,False,train,
e93d1604360247543c98631acb8aacc7786ef3da,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/CH4 ( 18000.00ppm, 5.11m, 190C).spc",spc,CH4,18000.0,190.0,511.0,False,train,
90ba85761cfec10815413163003909b664b784e8,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/CH4 ( 20000.00ppm, 5.11m, 190C).spc",spc,CH4,20000.0,190.0,511.0,False,train,
6a3357a13f02f54dd549bb93db663140d0e26748,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/CH4 (0.002425%, 5.11m, 191C).spc",spc,CH4,24.25,191.0,511.0,False,train,
021e9a0000481caec8b4ca2a2cc1da064c2c04d2,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/CH4 (0.003395%, 5.11m, 191C).spc",spc,CH4,33.95,191.0,511.0,False,train,
6541095af705e86fc71342ba3da3b7e7f662425a,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/CH4 (0.004365%, 5.11m, 191C).spc",spc,CH4,43.65,191.0,511.0,False,train,
16aadf7370997567b19f6b0341100822aa73d064,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/CH4 (0.005335%, 5.11m, 191C).spc",spc,CH4,53.35,191.0,511.0,False,test,
3ab4d54ee675e00385ea8d95ad02148cc03c6593,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/CH4 (0.00679%, 5.11m, 191C).spc",spc,CH4,67.9,191.0,511.0,False,train,
ff493cb8c72b9d8e74aeb594a3b3a943e805d3f2,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/CH4 (0.00776%, 5.11m, 191C).spc",spc,CH4,77.60000000000001,191.0,511.0,False,train,
b656f2c106f5b6cdd5656df0c93a1ab360107959,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/CH4 (0.00873%, 5.11m, 191C).spc",spc,CH4,87.3,191.0,511.0,False,train,
ce8373ae87c20eda33a58396cd82e1a33ddc9717,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/CH4 (0.0097%, 5.11m, 191C).spc",spc,CH4,97.0,191.0,511.0,False,val,
14096db1ebcfba65577b4f9d11c820f206a41a39,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/CH4 (0.01164%, 5.11m, 191C).spc",spc,CH4,116.39999999999999,191.0,511.0,False,val,
b862be7333721eecce3dca0920a8efbb515dd862,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/CH4 (0.01358%, 5.11m, 191C).spc",spc,CH4,135.8,191.0,511.0,False,val,
3ef4ca5c22c09debb81b728d7a78165dee016f23,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/CH4 (0.01552%, 5.11m, 191C).spc",spc,CH4,155.20000000000002,191.0,511.0,False,train,
f789247e2596c3f50e66f08407930dbfa6e6ae78,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/CH4 (0.01746%, 5.11m, 191C).spc",spc,CH4,174.6,191.0,511.0,False,train,
9e86ce4b30b315ae2bf7f02c5ed61dae9f52d10b,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/CH4 (0.0194%, 5.11m, 191C).spc",spc,CH4,194.0,191.0,511.0,False,val,
f98e373994922ae9bf1688886f5197f4e90ff366,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/CH4 (0.02134%, 5.11m, 191C).spc",spc,CH4,213.4,191.0,511.0,False,train,
646c1289b5c9fb844dbf884994c3ccb249f63a1b,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/CH4 (0.02328%, 5.11m, 191C).spc",spc,CH4,232.79999999999998,191.0,511.0,False,train,
2a8668dd5990cb7fa257c7b119d5084ded6bdfb4,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/CH4 (0.02522, 5.11m, 191C).spc",spc,CH4,0.02522,191.0,511.0,False,val,
d6a6f7d47a1f2f16fd4615c04b73085f62eadfcb,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/CH4 (0.02716, 5.11m, 191C).spc",spc,CH4,0.02716,191.0,511.0,False,train,
a4555d20890436085c427cfcc8ba4f8ea6b96212,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/CH4 (0.029003%, 5.11m, 191C).spc",spc,CH4,290.03000000000003,191.0,511.0,False,test,
ed547a70a90427e97d04e66d4962ecdfe0aaafb9,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/CH4 (0.03395%, 5.11m, 191C).spc",spc,CH4,339.5,191.0,511.0,False,train,
4061a49a5fbf2c81e2345d259d586bd2ea946e7b,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/CH4 (0.04365%, 5.11m, 191C).spc",spc,CH4,436.5,191.0,511.0,False,train,
fe4a2324f5814a702d02616630f7bab69e0c5999,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/CH4 (0.0582%, 5.11m, 191C).spc",spc,CH4,582.0,191.0,511.0,False,test,
96079e540763cfe2fa4158a56bccb68d3c3d3311,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/CH4 (0.0679%, 5.11m, 191C).spc",spc,CH4,679.0,191.0,511.0,False,train,
9ca7275580949cfb9b02f46ca1404ef0795906bb,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/CH4 (0.0776%, 5.11m, 191C).spc",spc,CH4,776.0,191.0,511.0,False,train,
3bde011877bdfca801422e5f947981d0b76dc984,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/CH4 (0.0873%, 5.11m, 191C).spc",spc,CH4,873.0,191.0,511.0,False,train,
0f35c654b4066f4b4aea14c11ec63b6003f71743,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/CH4 (0.0970%, 5.11m, 191C).spc",spc,CH4,970.0,191.0,511.0,False,train,
661ddb566ecf7986d8cbfcbca5f6b4d11396f4be,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/CH4 (0.1164%, 5.11m, 191C).spc",spc,CH4,1164.0,191.0,511.0,False,test,
26d37e2fa2e2fd62a82d4c59a23a39f9c64e73bf,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/CH4 (0.1940%, 5.11m, 191C).spc",spc,CH4,1940.0,191.0,511.0,False,test,
baf9e7c336e32674c528a7d415d2ea52b5e128df,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/CH4 (0.2134%, 5.11m, 191C).spc",spc,CH4,2134.0,191.0,511.0,False,test,
8e5fe8641222a0b153fcb4f037d9bda1de591408,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/CH4 (0.2328%, 5.11m, 191C).spc",spc,CH4,2328.0,191.0,511.0,False,test,
1745c3cfab6cc0878d8627358f88f19a8c24c548,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/CH4 (0.2522%, 5.11m, 191C).spc",spc,CH4,2522.0,191.0,511.0,False,train,
0b0c48691388b9984af07855f87b5d5b0bf1e5ca,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/CH4 (0.2716%, 5.11m, 191C).spc",spc,CH4,2716.0,191.0,511.0,False,train,
feb394ceb63ccfa561c1ec03158cc2b26888fb73,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/CH4 (0.29003%, 5.11m, 191C).spc",spc,CH4,2900.3,191.0,511.0,False,train,
5bebb717476d85a53487177df9f53499650c0f10,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/spc_files/CH4 (116.4 ppm, 5.11m, 191C).spc",spc,CH4,116.4,191.0,511.0,False,train,
