sample_id,source_path,species,split,issue
78f7787d2fd67743f0f17e405640b4dc741923a1,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Ethylene [C2H4]  [74-85-1]/Ethylene 191c Spectra/Ethylene (  48.72ppm, 5.11m, 190C).lab",C2H4,train,path_length_units_assumed_cm
5f78b510428cf64d34d6b032884e94a307e36a39,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Ethylene [C2H4]  [74-85-1]/Ethylene 191c Spectra/Ethylene (  58.46ppm, 5.11m, 190C).lab",C2H4,train,path_length_units_assumed_cm
4b63b995e7668cb98be3d6e277e3f54b013cb981,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Ethylene [C2H4]  [74-85-1]/Ethylene 191c Spectra/Ethylene (  600.00ppm, 5.11m, 190C).lab",C2H4,train,path_length_units_assumed_cm
cd39155b2c71883530d1588f38cb8cee843ac9ad,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Ethylene [C2H4]  [74-85-1]/Ethylene 191c Spectra/Ethylene (  68.21ppm, 5.11m, 190C).lab",C2H4,test,path_length_units_assumed_cm
3f7b19bee6a3b4fbe06249ea48861c74ca0b2927,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Ethylene [C2H4]  [74-85-1]/Ethylene 191c Spectra/Ethylene (  77.95ppm, 5.11m, 190C).lab",C2H4,train,path_length_units_assumed_cm
ad61e54ad668b6bdb75340100ed5c60adb23c11d,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Ethylene [C2H4]  [74-85-1]/Ethylene 191c Spectra/Ethylene (  87.70ppm, 5.11m, 190C).lab",C2H4,train,path_length_units_assumed_cm
5e7224602dade4371372c2aa750b38ef6517c7eb,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Ethylene [C2H4]  [74-85-1]/Ethylene 191c Spectra/Ethylene (  900.00ppm, 5.11m, 190C).lab",C2H4,train,path_length_units_assumed_cm
563ee010f71f2a6a73ee81896d43605a1993d043,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Ethylene [C2H4]  [74-85-1]/Ethylene 191c Spectra/Ethylene (  97.44ppm, 5.11m, 190C).lab",C2H4,train,path_length_units_assumed_cm
d85c4824c3e68721a70fd12d43707c463f6e452c,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Ethylene [C2H4]  [74-85-1]/Ethylene 191c Spectra/Ethylene ( 1200.00ppm, 5.11m, 190C).lab",C2H4,test,path_length_units_assumed_cm
2e78f044a366140a8dac3ef6e8050bca18f3550a,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Ethylene [C2H4]  [74-85-1]/Ethylene 191c Spectra/Ethylene ( 1500.00ppm, 5.11m, 190C).lab",C2H4,train,path_length_units_assumed_cm
76b54913a107bb4cbe5d9d86f1f79408872ebe41,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Ethylene [C2H4]  [74-85-1]/Ethylene 191c Spectra/Ethylene ( 1800.00ppm, 5.11m, 190C).lab",C2H4,train,path_length_units_assumed_cm
8bae1b315dbf58ce60335294f85493fc6c26bfcd,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Ethylene [C2H4]  [74-85-1]/Ethylene 191c Spectra/Ethylene ( 2100.00ppm, 5.11m, 190C).lab",C2H4,train,path_length_units_assumed_cm
6f03cece0c1787fe79ee57b84a508d6c74fcd5a7,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Ethylene [C2H4]  [74-85-1]/Ethylene 191c Spectra/Ethylene ( 2400.00ppm, 5.11m, 190C).lab",C2H4,val,path_length_units_assumed_cm
ef654423baf1f124549fec6d99d8b52d33835e78,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Ethylene [C2H4]  [74-85-1]/Ethylene 191c Spectra/Ethylene ( 2700.00ppm, 5.11m, 190C).lab",C2H4,train,path_length_units_assumed_cm
bc1f310343260bd3baa33af00a38d03bab7dfbe2,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Ethylene [C2H4]  [74-85-1]/Ethylene 191c Spectra/Ethylene ( 3000.00ppm, 5.11m, 190C).lab",C2H4,train,path_length_units_assumed_cm
1b18702e8de47065b661e0d9e1b98af5e1a15186,/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Ethane [C2H6] [74-84-0]/Ethane 191C Spectra/Ethane (100.31 ppm 191c 0.5cm-1 MNB) 0.25mm abs bc.lab,C2H6,train,path_length_units_assumed_cm
1ae0542848b744e0a467800909c703a52aa4a2cb,/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Ethane [C2H6] [74-84-0]/Ethane 191C Spectra/Ethane (1000 ppm 191c 0.5cm-1 MNB) 0.25mm abs bc.lab,C2H6,train,path_length_units_assumed_cm
00162fb6bb12ce28136c19aaceb60c1a6504f4c5,/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Ethane [C2H6] [74-84-0]/Ethane 191C Spectra/Ethane (150.74 ppm 191c 0.5cm-1 MNB) 0.25mm abs bc.lab,C2H6,val,path_length_units_assumed_cm
a6227b6db2fd8e574e1e6bd79eca58a9661cfcf4,/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Ethane [C2H6] [74-84-0]/Ethane 191C Spectra/Ethane (200 ppm 191c 0.5cm-1 MNB) 0.25mm abs bc.lab,C2H6,test,path_length_units_assumed_cm
9279431572331401eee7a547f748a1eebd89c7a3,/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Ethane [C2H6] [74-84-0]/Ethane 191C Spectra/Ethane (250.94 ppm 191c 0.5cm-1 MNB) 0.25mm abs bc.lab,C2H6,train,path_length_units_assumed_cm
11cfcf6c2ddc4971d584cf03c6087052cc350fb2,/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Ethane [C2H6] [74-84-0]/Ethane 191C Spectra/Ethane (300.7 ppm 191c 0.5cm-1 MNB) 0.25mm abs bc.lab,C2H6,train,path_length_units_assumed_cm
79807dad4cefd2458ff41136ed3aa247417efa87,/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Ethane [C2H6] [74-84-0]/Ethane 191C Spectra/Ethane (350.65 ppm 191c 0.5cm-1 MNB) 0.25mm abs bc.lab,C2H6,train,path_length_units_assumed_cm
abfd90bf4a03c0b0a5473135123aa8755ccb40f0,/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Ethane [C2H6] [74-84-0]/Ethane 191C Spectra/Ethane (400.48 ppm 191c 0.5cm-1 MNB) 0.25mm abs bc.lab,C2H6,train,path_length_units_assumed_cm
d3ab997613b5166f1a0232179c18118ef2b18579,/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Ethane [C2H6] [74-84-0]/Ethane 191C Spectra/Ethane (450.55 ppm 191c 0.5cm-1 MNB) 0.25mm abs bc.lab,C2H6,train,path_length_units_assumed_cm
cc1e6fca789d1bb4e20bd31ed196fc7b99a42f91,/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Ethane [C2H6] [74-84-0]/Ethane 191C Spectra/Ethane (500 ppm 191c 0.5cm-1 MNB) 0.25mm abs bc.lab,C2H6,train,path_length_units_assumed_cm
02fda3dfce9bf568e5b7531b61cd80ec68c4ec67,/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Ethane [C2H6] [74-84-0]/Ethane 191C Spectra/Ethane (550.56 ppm 191c 0.5cm-1 MNB) 0.25mm abs bc.lab,C2H6,val,path_length_units_assumed_cm
58716e5af8046e6400893edf0fe0ddf4c80597c5,/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Ethane [C2H6] [74-84-0]/Ethane 191C Spectra/Ethane (600 ppm 191c 0.5cm-1 MNB) 0.25mm abs bc.lab,C2H6,train,path_length_units_assumed_cm
332ed1c9ccc5712f3e740780a5a93e7d4cfe7425,/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Ethane [C2H6] [74-84-0]/Ethane 191C Spectra/Ethane (650.35 ppm 191c 0.5cm-1 MNB) 0.25mm abs bc.lab,C2H6,train,path_length_units_assumed_cm
82ff4897a74db6d9c3a609877927a44b1cc48032,/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Ethane [C2H6] [74-84-0]/Ethane 191C Spectra/Ethane (700.6 ppm 191c 0.5cm-1 MNB) 0.25mm abs bc.lab,C2H6,test,path_length_units_assumed_cm
45b59ff944f3f07132a517a0134a2e3ffaf5d44b,/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Ethane [C2H6] [74-84-0]/Ethane 191C Spectra/Ethane (750 ppm 191c 0.5cm-1 MNB) 0.25mm abs bc.lab,C2H6,train,path_length_units_assumed_cm
462ddc25b1ade61a1654a72a892f41156031f4c2,/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Ethane [C2H6] [74-84-0]/Ethane 191C Spectra/Ethane (800 ppm 191c 0.5cm-1 MNB) 0.25mm abs bc.lab,C2H6,val,path_length_units_assumed_cm
25066f8b886a92870a8876d22a67926f52a94b82,/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Ethane [C2H6] [74-84-0]/Ethane 191C Spectra/Ethane (850 ppm 191c 0.5cm-1 MNB) 0.25mm abs bc.lab,C2H6,train,path_length_units_assumed_cm
7c829f9458c05f460a9c53cd0c1681051ba93959,/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Ethane [C2H6] [74-84-0]/Ethane 191C Spectra/Ethane (900 ppm 191c 0.5cm-1 MNB) 0.25mm abs bc.lab,C2H6,test,path_length_units_assumed_cm
aee58f71ebbcbc365bc0a5c6adc39232e922696e,/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Ethane [C2H6] [74-84-0]/Ethane 191C Spectra/Ethane (950 ppm 191c 0.5cm-1 MNB) 0.25mm abs bc.lab,C2H6,train,path_length_units_assumed_cm
a682f3f8a43b16f34b0830177842394554086cba,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Ethanol [C2H6O] [64-17-5]/Ethanol % 191C Spectra/Ethanol (0.02%, 5.11m, 191C).lab",C2H6O,test,path_length_units_assumed_cm
befd8e9f9f31e9e484121e39b3aac8a6f40f8d15,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Ethanol [C2H6O] [64-17-5]/Ethanol % 191C Spectra/Ethanol (0.05%, 5.11m, 191C).lab",C2H6O,train,path_length_units_assumed_cm
1d4171853a1d36adde2bf026d0b1f6a7730e23f6,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Ethanol [C2H6O] [64-17-5]/Ethanol % 191C Spectra/Ethanol (0.1%, 5.11m, 191C).lab",C2H6O,train,path_length_units_assumed_cm
5dbd7840f837af6d3669651bb177ebaaf99881c6,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Ethanol [C2H6O] [64-17-5]/Ethanol % 191C Spectra/Ethanol (0.2%, 5.11m, 191C).lab",C2H6O,train,path_length_units_assumed_cm
daa6fcead59c239d58a93d1045b447ff682b2e83,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Ethanol [C2H6O] [64-17-5]/Ethanol % 191C Spectra/Ethanol (0.5%, 5.11m, 191C).lab",C2H6O,test,path_length_units_assumed_cm
60f96955a3134f41d42003443c3d1208862135cb,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Ethanol [C2H6O] [64-17-5]/Ethanol % 191C Spectra/Ethanol (1.0%, 5.11m, 191C).lab",C2H6O,train,path_length_units_assumed_cm
329b90a81a893c7448db2729fb9c54fc1bc51c99,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Ethanol [C2H6O] [64-17-5]/Ethanol 191C Spectra/Ethanol (10000ppm, 5.11m, 191C).lab",C2H6O,train,path_length_units_assumed_cm
2dda83a3403b4c7dc832c868ae40849db54e8edd,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Ethanol [C2H6O] [64-17-5]/Ethanol 191C Spectra/Ethanol (1000ppm, 5.11m, 191C).lab",C2H6O,val,path_length_units_assumed_cm
4143c389d15b79d9fd28018954c8a5b6e8252558,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Ethanol [C2H6O] [64-17-5]/Ethanol 191C Spectra/Ethanol (100ppm, 5.11m, 191C).lab",C2H6O,train,path_length_units_assumed_cm
ca410f7f484828bf9a9cb7d1d769a2237350b427,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Ethanol [C2H6O] [64-17-5]/Ethanol 191C Spectra/Ethanol (2000ppm, 5.11m, 191C).lab",C2H6O,train,path_length_units_assumed_cm
4513f27c37d2d72d1ee83fc8c1376aebcd89c1e9,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Ethanol [C2H6O] [64-17-5]/Ethanol 191C Spectra/Ethanol (200ppm, 5.11m, 191C).lab",C2H6O,val,path_length_units_assumed_cm
dedbddc565a6f071f53745395a6e03445ea7b68a,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Ethanol [C2H6O] [64-17-5]/Ethanol 191C Spectra/Ethanol (5000ppm, 5.11m, 191C).lab",C2H6O,train,path_length_units_assumed_cm
c82457331991caecb012dc3582923b1f41668c61,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Ethanol [C2H6O] [64-17-5]/Ethanol 191C Spectra/Ethanol (500ppm, 5.11m, 191C).lab",C2H6O,train,path_length_units_assumed_cm
5433475213806341bbae3a9edeaa8c8bf650cc55,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Methane [CH4]  [74-82-8]/CH4 (3000, 20000, 10%) 191C Spectra/BKG 2014-08-18-9486-10%CH4.LAB",CH4,train,path_length_units_assumed_cm
31fe5e5b0cc560e9a36a9f7f1111cbf3c8ce5fa6,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Methane [CH4]  [74-82-8]/CH4 (3000, 20000, 10%) 191C Spectra/CH4 in %/CH4 (  0.2%, 5.11m, 190C).lab",CH4,test,path_length_units_assumed_cm
5538c6da0e75ded043474670a9e32ac9ba9c1d0e,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Methane [CH4]  [74-82-8]/CH4 (3000, 20000, 10%) 191C Spectra/CH4 in %/CH4 (  0.4%, 5.11m, 190C).lab",CH4,train,path_length_units_assumed_cm
101b2de7970ddf9fc0a6aeefd323a0749aa5b302,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Methane [CH4]  [74-82-8]/CH4 (3000, 20000, 10%) 191C Spectra/CH4 in %/CH4 (  0.6%, 5.11m, 190C).lab",CH4,train,path_length_units_assumed_cm
b4c5a65cb3e2593fe0744f3be534ed7c45b9dac8,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Methane [CH4]  [74-82-8]/CH4 (3000, 20000, 10%) 191C Spectra/CH4 in %/CH4 (  0.8%, 5.11m, 190C).lab",CH4,train,path_length_units_assumed_cm
2f4713497b699468738f2386f3393a8809a72029,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Methane [CH4]  [74-82-8]/CH4 (3000, 20000, 10%) 191C Spectra/CH4 in %/CH4 (0.002425%, 5.11m, 191C).lab",CH4,train,path_length_units_assumed_cm
4719385ea41ffa09810167b3e65228998dc6b638,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Methane [CH4]  [74-82-8]/CH4 (3000, 20000, 10%) 191C Spectra/CH4 in %/CH4 (0.003395%, 5.11m, 191C).lab",CH4,train,path_length_units_assumed_cm
9f9115a5a48c5ca02ddb03706e2ecd9b4faf41b6,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Methane [CH4]  [74-82-8]/CH4 (3000, 20000, 10%) 191C Spectra/CH4 in %/CH4 (0.004365%, 5.11m, 191C).lab",CH4,train,path_length_units_assumed_cm
a20441bbcf21333177ac1a50d52554ff9ef9066f,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Methane [CH4]  [74-82-8]/CH4 (3000, 20000, 10%) 191C Spectra/CH4 in %/CH4 (0.005335%, 5.11m, 191C).lab",CH4,train,path_length_units_assumed_cm
676dbb99987dffff7fd7d616b794e9d1f737a5c4,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Methane [CH4]  [74-82-8]/CH4 (3000, 20000, 10%) 191C Spectra/CH4 in %/CH4 (0.00679%, 5.11m, 191C).lab",CH4,train,path_length_units_assumed_cm
bb1157892d9db1e1a76f282169f67702cd582339,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Methane [CH4]  [74-82-8]/CH4 (3000, 20000, 10%) 191C Spectra/CH4 in %/CH4 (0.00776%, 5.11m, 191C).lab",CH4,val,path_length_units_assumed_cm
c333838b355c2fecbffb08978ee2a9ab75653c8b,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Methane [CH4]  [74-82-8]/CH4 (3000, 20000, 10%) 191C Spectra/CH4 in %/CH4 (0.00873%, 5.11m, 191C).lab",CH4,train,path_length_units_assumed_cm
acb4bcf66b2dae2abe5b5cafcc2e2a751e879d06,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Methane [CH4]  [74-82-8]/CH4 (3000, 20000, 10%) 191C Spectra/CH4 in %/CH4 (0.0097%, 5.11m, 191C).lab",CH4,train,path_length_units_assumed_cm
3e5de3b584e53cc76b44939be21b9758c2921920,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Methane [CH4]  [74-82-8]/CH4 (3000, 20000, 10%) 191C Spectra/CH4 in %/CH4 (0.01164%, 5.11m, 191C).lab",CH4,train,path_length_units_assumed_cm
f5137c2121147a7ec7a97ecd982126dff68d34b5,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Methane [CH4]  [74-82-8]/CH4 (3000, 20000, 10%) 191C Spectra/CH4 in %/CH4 (0.01358%, 5.11m, 191C).lab",CH4,train,path_length_units_assumed_cm
a435da6f7efd52227b1e166f71bd481ead8d3738,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Methane [CH4]  [74-82-8]/CH4 (3000, 20000, 10%) 191C Spectra/CH4 in %/CH4 (0.01552%, 5.11m, 191C).lab",CH4,train,path_length_units_assumed_cm
b950331e414d43a5018c2cc8431e52decfbc7c4b,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Methane [CH4]  [74-82-8]/CH4 (3000, 20000, 10%) 191C Spectra/CH4 in %/CH4 (0.01746%, 5.11m, 191C).lab",CH4,train,path_length_units_assumed_cm
5a83a6b61efdb02a1f5b31d0b6bd63a4da212b45,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Methane [CH4]  [74-82-8]/CH4 (3000, 20000, 10%) 191C Spectra/CH4 in %/CH4 (0.0194%, 5.11m, 191C).lab",CH4,test,path_length_units_assumed_cm
c07d56563d7c0c8469c4cb1b46d874c1c8363521,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Methane [CH4]  [74-82-8]/CH4 (3000, 20000, 10%) 191C Spectra/CH4 in %/CH4 (0.02134%, 5.11m, 191C).lab",CH4,train,path_length_units_assumed_cm
cfa3d033bcaec2c91fa2651628f4e452f8992f6c,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Methane [CH4]  [74-82-8]/CH4 (3000, 20000, 10%) 191C Spectra/CH4 in %/CH4 (0.02328%, 5.11m, 191C).lab",CH4,train,path_length_units_assumed_cm
5692d14d93b0b1f3eb4c2d47d3825e793d2e70a9,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Methane [CH4]  [74-82-8]/CH4 (3000, 20000, 10%) 191C Spectra/CH4 in %/CH4 (0.02522, 5.11m, 191C).lab",CH4,train,path_length_units_assumed_cm
2e6e2f6f25b97a54a4d20eb4e655c22b7054998d,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Methane [CH4]  [74-82-8]/CH4 (3000, 20000, 10%) 191C Spectra/CH4 in %/CH4 (0.02716, 5.11m, 191C).lab",CH4,val,path_length_units_assumed_cm
1690055be656213e62889cc258696c0fbb4f1712,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Methane [CH4]  [74-82-8]/CH4 (3000, 20000, 10%) 191C Spectra/CH4 in %/CH4 (0.029003%, 5.11m, 191C).lab",CH4,val,path_length_units_assumed_cm
9c0025001867d5d25ac384f4f32f2a20c2782318,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Methane [CH4]  [74-82-8]/CH4 (3000, 20000, 10%) 191C Spectra/CH4 in %/CH4 (0.03395%, 5.11m, 191C).lab",CH4,val,path_length_units_assumed_cm
feae18ee1c86b6a9df1210d3070b55feccf9e627,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Methane [CH4]  [74-82-8]/CH4 (3000, 20000, 10%) 191C Spectra/CH4 in %/CH4 (0.04365%, 5.11m, 191C).lab",CH4,train,path_length_units_assumed_cm
43d1b584e09ec2079c5f9ac7eb627e728672a9bd,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Methane [CH4]  [74-82-8]/CH4 (3000, 20000, 10%) 191C Spectra/CH4 in %/CH4 (0.0582%, 5.11m, 191C).lab",CH4,train,path_length_units_assumed_cm
881b972f922a22106c5747095169c35bfe763a73,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Methane [CH4]  [74-82-8]/CH4 (3000, 20000, 10%) 191C Spectra/CH4 in %/CH4 (0.0679%, 5.11m, 191C).lab",CH4,val,path_length_units_assumed_cm
ea59dcecc2872c6e789d050b4602224245de0a59,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Methane [CH4]  [74-82-8]/CH4 (3000, 20000, 10%) 191C Spectra/CH4 in %/CH4 (0.0776%, 5.11m, 191C).lab",CH4,train,path_length_units_assumed_cm
2a83de734f0e3a55119ef11e3f0460d3dfa8eeeb,"/Users/timkayser/Documents/ProgrammSupport/PyCharm/FTIR_ML_fitting/reference_spectra/Methane [CH4]  [74-82-8]/CH4 (3000, 20000, 10%) 191C Spectra/CH4 in %/CH4 (0.0873%, 5.11m, 191C).lab",CH4,train,path_length_units_assumed_cm
